"Year","County","Ag.District","CATTLE..COWS..BEEF...INVENTORY","CATTLE..COWS..MILK...INVENTORY","Turkeys","CPI","CORN..GRAIN...YIELD..MEASURED.IN.BU...ACRE","CORN..SILAGE...YIELD..MEASURED.IN.TONS...ACRE","SOYBEANS...YIELD..MEASURED.IN.BU...ACRE","SUGARBEETS...YIELD..MEASURED.IN.TONS...ACRE","Urea..46.0.0.","Potash..0.0.60.","Monammonium.Phosphate..MAP...11.52.0.","Diammonium.Phosphate..DAP...18.46.0.","Ammonia..82.0.0.","Estimated.Value.Per.Acre","Hogs","Feed_cows","Dairy_cows_total_poop_lb","Dairy_cows_total_N","Dairy_cows_total_P","Dairy_cows_total_K","Beef_cows_total_poop_lb","Beef_cows_total_N","Beef_cows_total_P","Beef_cows_total_K","feed_cows_total_poop_lb","feed_cows_total_N","feed_cows_total_P","feed_cows_total_K","Hogs_total_poop_lb","Hogs_total_N","Hogs_total_P","Hogs_total_K"
2011,"kittson","NORTHWEST",NA,NA,NA,60,NA,NA,29.1,18,16655,1061,3650,0,1271,1105,6635.5,640,NA,NA,NA,NA,NA,NA,NA,NA,12441600,92160,92160,92160,35353944,406092.6,14332.68,214990.2
2011,"mahnomen","NORTHWEST",2100,800,NA,69,NA,20.5,31.6,22.3,3684,1193,762,0,23,1494,243,1326,44640000,290880,149760,164160,40824000,302400,302400,302400,25777440,190944,190944,190944,1294704,14871.6,524.88,7873.2
2011,"marshall","NORTHWEST",4600,1900,NA,70,114.3,NA,31.9,18.4,26590,6799,12322,215,6142,1157,62,265,106020000,690840,355680,389880,89424000,662400,662400,662400,5151600,38160,38160,38160,330336,3794.4,133.92,2008.8
2011,"norman","NORTHWEST",2200,1700,NA,79,117.8,NA,31.3,20,19252,4384,11236,0,999,2051,7070,755,94860000,618120,318240,348840,42768000,316800,316800,316800,14677200,108720,108720,108720,37668960,432684,15271.2,229068
2011,"pennington","NORTHWEST",3300,300,NA,72,NA,NA,30.4,NA,6144,4549,4335,0,2498,852,654.5,146,16740000,109080,56160,61560,64152000,475200,475200,475200,2838240,21024,21024,21024,3487176,40055.4,1413.72,21205.8
2011,"polk","NORTHWEST",7700,1900,NA,77,124.6,NA,33.7,24,29661,7248,13266,0,11633,1736,17637,507,106020000,690840,355680,389880,149688000,1108800,1108800,1108800,9856080,73008,73008,73008,93969936,1079384.4,38095.92,571438.8
2011,"red lake","NORTHWEST",3200,1100,NA,73,120.7,20,32.2,NA,5529,3808,2673,127,1474,907,1862,1310,61380000,399960,205920,225720,62208000,460800,460800,460800,25466400,188640,188640,188640,9920736,113954.4,4021.92,60328.8
2011,"roseau","NORTHWEST",7200,1500,NA,52,105.7,12,30.3,NA,13141,4130,7664,0,2036,592,8529,667,83700000,545400,280800,307800,139968000,1036800,1036800,1036800,12966480,96048,96048,96048,45442512,521974.8,18422.64,276339.6
2011,"blue earth","SOUTH CENTRAL",1200,1000,NA,80,171.1,NA,47.6,NA,579,1684,1209,829,6508,4784,554230,4014,55800000,363600,187200,205200,23328000,172800,172800,172800,78032160,578016,578016,578016,2952937440,33918876,1197136.8,17957052
2011,"brown","SOUTH CENTRAL",3400,5600,NA,82,162.8,NA,42,NA,24718,20761,170,24681,7516,4713,218163,20570,312480000,2036160,1048320,1149120,66096000,489600,489600,489600,399880800,2962080,2962080,2962080,1162372464,13351575.6,471232.08,7068481.2
2011,"faribault","SOUTH CENTRAL",1400,2200,NA,87,174.1,NA,46.5,NA,4647,17234,9821,2119,15542,4759,249759,4584,122760000,799920,411840,451440,27216000,201600,201600,201600,89112960,660096,660096,660096,1330715952,15285250.8,539479.44,8092191.6
2011,"freeborn","SOUTH CENTRAL",3000,1400,NA,84,179.2,NA,45.8,NA,4139,17580,6216,3752,12128,4508,324837,8837,78120000,509040,262080,287280,58320000,432000,432000,432000,171791280,1272528,1272528,1272528,1730731536,19880024.4,701647.92,10524718.8
2011,"le sueur","SOUTH CENTRAL",2200,4000,NA,78,158.2,NA,37.6,NA,6360,12371,7346,1398,9017,4843,135687,8273,223200000,1454400,748800,820800,42768000,316800,316800,316800,160827120,1191312,1191312,1191312,722940336,8304044.4,293083.92,4396258.8
2011,"martin","SOUTH CENTRAL",1400,900,NA,87,173.6,NA,48.5,NA,938,8401,6611,707,9375,4966,812229,6093,50220000,327240,168480,184680,27216000,201600,201600,201600,118447920,877392,877392,877392,4327556112,49708414.8,1754414.64,26316219.6
2011,"nicollet","SOUTH CENTRAL",600,7100,NA,81,160.4,21,42.5,NA,1777,1619,69,1350,3620,5247,268330,6218,396180000,2581560,1329120,1456920,11664000,86400,86400,86400,120877920,895392,895392,895392,1429662240,16421796,579592.8,8693892
2011,"rice","SOUTH CENTRAL",3200,6400,NA,73,158.3,18.5,38.9,NA,7006,10535,5672,439,5411,4729,62285,1705,357120000,2327040,1198080,1313280,62208000,460800,460800,460800,33145200,245520,245520,245520,331854480,3811842,134535.6,2018034
2011,"steele","SOUTH CENTRAL",1600,5000,NA,84,169.5,NA,41.6,NA,5165,9140,4754,1434,4754,4159,167773,678,2.79e+08,1818000,936000,1026000,31104000,230400,230400,230400,13180320,97632,97632,97632,893894544,10267707.6,362389.68,5435845.2
2011,"waseca","SOUTH CENTRAL",1300,1900,NA,83,175.9,NA,45.8,NA,3286,8668,6780,469,8699,4572,243998,5523,106020000,690840,355680,389880,25272000,187200,187200,187200,107367120,795312,795312,795312,1300021344,14932677.6,527035.68,7905535.2
2011,"watonwan","SOUTH CENTRAL",900,400,NA,83,177.4,21,45,NA,9885,21286,15859,707,5000,4356,183618,3779,22320000,145440,74880,82080,17496000,129600,129600,129600,73463760,544176,544176,544176,978316704,11237421.6,396614.88,5949223.2
2011,"dakota","SOUTHEAST",2000,4300,NA,57,174.1,NA,42,NA,6588,6246,1312,2614,4617,6175,32683,10614,239940000,1563480,804960,882360,38880000,288000,288000,288000,206336160,1528416,1528416,1528416,174135024,2000199.6,70595.28,1058929.2
2011,"dodge","SOUTHEAST",1800,7100,NA,88,183.6,21,48.3,NA,2871,9649,5721,1020,6672,4684,163874,3934,396180000,2581560,1329120,1456920,34992000,259200,259200,259200,76476960,566496,566496,566496,873120672,10029088.8,353967.84,5309517.6
2011,"fillmore","SOUTHEAST",15700,11100,NA,68,178.6,NA,48.4,NA,10065,13535,2423,3696,4079,3754,136778,11749,619380000,4035960,2077920,2277720,305208000,2260800,2260800,2260800,228400560,1691856,1691856,1691856,728753184,8370813.6,295440.48,4431607.2
2011,"goodhue","SOUTHEAST",5800,19800,NA,70,177.2,NA,46.8,NA,14624,35270,930,8576,9218,4346,143804,11695,1104840000,7199280,3706560,4062960,112752000,835200,835200,835200,227350800,1684080,1684080,1684080,766187712,8800804.8,310616.64,4659249.6
2011,"houston","SOUTHEAST",9100,9900,NA,45,171.9,NA,47.1,NA,5386,3799,215,1503,994,3038,22428,5126,552420000,3599640,1853280,2031480,176904000,1310400,1310400,1310400,99649440,738144,738144,738144,119496384,1372593.6,48444.48,726667.2
2011,"mower","SOUTHEAST",3100,5000,NA,84,177.4,21,47.4,NA,2741,18405,5879,2183,9508,4361,330950,9512,2.79e+08,1818000,936000,1026000,60264000,446400,446400,446400,184913280,1369728,1369728,1369728,1763301600,20254140,714852,10722780
2011,"olmsted","SOUTHEAST",8800,8600,NA,71,181.9,20,46.6,NA,8695,12055,4720,826,2918,4124,45300,9052,479880000,3126960,1609920,1764720,171072000,1267200,1267200,1267200,175970880,1303488,1303488,1303488,241358400,2772360,97848,1467720
2011,"wabasha","SOUTHEAST",6800,21000,NA,60,180.2,23.5,49.8,NA,2588,4950,568,1621,2701,3555,8851,6849,1171800000,7635600,3931200,4309200,132192000,979200,979200,979200,133144560,986256,986256,986256,47158128,541681.2,19118.16,286772.4
2011,"winona","SOUTHEAST",8400,30000,NA,49,178.3,22,49.5,NA,6068,6193,299,1339,1758,3604,36935,7881,1.674e+09,10908000,5616000,6156000,163296000,1209600,1209600,1209600,153206640,1134864,1134864,1134864,196789680,2260422,79779.6,1196694
2011,"cottonwood","SOUTHWEST",2600,1200,NA,87,164.4,NA,44.1,NA,10000,12019,1866,13114,6257,4316,235636,15004,66960000,436320,224640,246240,50544000,374400,374400,374400,291677760,2160576,2160576,2160576,1255468608,14420923.2,508973.76,7634606.4
2011,"jackson","SOUTHWEST",2400,500,NA,87,161.3,NA,45.7,NA,3389,9513,502,9905,5536,4774,245947,6247,27900000,181800,93600,102600,46656000,345600,345600,345600,121441680,899568,899568,899568,1310405616,15051956.4,531245.52,7968682.8
2011,"lincoln","SOUTHWEST",5100,2900,NA,84,145.7,NA,34.9,NA,13449,5963,74,7819,511,3319,93371,7171,161820000,1054440,542880,595080,99144000,734400,734400,734400,139404240,1032624,1032624,1032624,497480688,5714305.2,201681.36,3025220.4
2011,"lyon","SOUTHWEST",4500,1800,NA,84,147.8,NA,35.2,NA,18632,8206,1592,9345,3698,4142,158742,32155,100440000,654480,336960,369360,87480000,648000,648000,648000,625093200,4630320,4630320,4630320,845777376,9715010.4,342882.72,5143240.8
2011,"murray","SOUTHWEST",5700,4600,NA,86,166.4,NA,46.1,NA,11804,7738,79,10043,1909,4002,140599,20163,256680000,1672560,861120,943920,110808000,820800,820800,820800,391968720,2903472,2903472,2903472,749111472,8604658.8,303693.84,4555407.6
2011,"nobles","SOUTHWEST",3500,5200,NA,90,174.6,NA,45.8,NA,7842,9835,6725,2921,5361,4647,323679,38434,290160000,1890720,973440,1067040,68040000,504000,504000,504000,747156960,5534496,5534496,5534496,1724561712,19809154.8,699146.64,10487199.6
2011,"pipestone","SOUTHWEST",7500,4700,NA,83,152.2,NA,38.8,NA,9068,3734,1003,3746,500,3839,267097,18215,262260000,1708920,879840,964440,145800000,1080000,1080000,1080000,354099600,2622960,2622960,2622960,1423092816,16346336.4,576929.52,8653942.8
2011,"redwood","SOUTHWEST",4400,1900,NA,85,149.1,17,37.8,NA,14705,18610,12,24378,13710,4746,179776,15606,106020000,690840,355680,389880,85536000,633600,633600,633600,303380640,2247264,2247264,2247264,957846528,11002291.2,388316.16,5824742.4
2011,"rock","SOUTHWEST",6400,3100,NA,85,180.6,18,49.5,NA,11344,5808,1892,5509,3569,5171,291435,36821,172980000,1127160,580320,636120,124416000,921600,921600,921600,715800240,5302224,5302224,5302224,1552765680,17835822,629499.6,9442494
2011,"big stone","WEST CENTRAL",1500,800,NA,78,111,NA,33.4,NA,10140,3193,3025,3408,1655,2705,41005,937,44640000,290880,149760,164160,29160000,216000,216000,216000,18215280,134928,134928,134928,218474640,2509506,88570.8,1328562
2011,"chippewa","WEST CENTRAL",NA,NA,NA,87,155.1,NA,40.6,17.1,14439,5502,2125,8774,5889,3920,50200,3710,NA,NA,NA,NA,NA,NA,NA,NA,72122400,534240,534240,534240,267465600,3072240,108432,1626480
2011,"douglas","WEST CENTRAL",4000,5700,NA,67,123.3,NA,34.7,NA,6973,2859,215,3005,291,2120,1198,6851,318060000,2072520,1067040,1169640,77760000,576000,576000,576000,133183440,986544,986544,986544,6382944,73317.6,2587.68,38815.2
2011,"grant","WEST CENTRAL",400,1500,NA,81,123.1,NA,37.6,13.9,20028,6898,2761,10654,2566,2648,23320,1478,83700000,545400,280800,307800,7776000,57600,57600,57600,28732320,212832,212832,212832,124248960,1427184,50371.2,755568
2011,"lac qui parle","WEST CENTRAL",5000,1000,NA,82,144.2,NA,38.4,NA,10956,6677,2139,8898,3626,3076,97508,4507,55800000,363600,187200,205200,97200000,720000,720000,720000,87616080,649008,649008,649008,519522624,5967489.6,210617.28,3159259.2
2011,"otter tail","WEST CENTRAL",16300,22000,NA,56,132.7,18.5,39.7,17.1,11080,10723,61,6634,1075,1817,35547,8092,1227600000,7999200,4118400,4514400,316872000,2347200,2347200,2347200,157308480,1165248,1165248,1165248,189394416,2175476.4,76781.52,1151722.8
2011,"pope","WEST CENTRAL",4600,5300,NA,65,136.7,NA,35.8,20.1,4787,3495,1333,2576,2265,2417,76913,3674,295740000,1927080,992160,1087560,89424000,662400,662400,662400,71422560,529056,529056,529056,409792464,4707075.6,166132.08,2491981.2
2011,"stevens","WEST CENTRAL",2400,18300,NA,83,139.1,17.5,37.5,20.4,11219,5065,1424,8563,5258,3055,186865,11844,1021140000,6653880,3425760,3755160,46656000,345600,345600,345600,230247360,1705536,1705536,1705536,995616720,11436138,403628.4,6054426
2011,"swift","WEST CENTRAL",2400,4600,NA,77,154.1,20.5,38.4,20,10852,10579,3309,7445,6468,3335,13116,3871,256680000,1672560,861120,943920,46656000,345600,345600,345600,75252240,557424,557424,557424,69882048,802699.2,28330.56,424958.4
2011,"traverse","WEST CENTRAL",NA,NA,NA,87,111.5,NA,33.4,9.8,8143,1965,833,4636,946,2992,16966,1863,NA,NA,NA,NA,NA,NA,NA,NA,36216720,268272,268272,268272,90394848,1038319.2,36646.56,549698.4
2011,"wilkin","WEST CENTRAL",1000,200,NA,84,120.7,NA,31,18.5,19223,2714,3259,7000,981,2741,48,238,11160000,72720,37440,41040,19440000,144000,144000,144000,4626720,34272,34272,34272,255744,2937.6,103.68,1555.2
2011,"yellow medicine","WEST CENTRAL",3200,2900,NA,84,155.2,NA,39.8,14.6,14945,11722,1606,17993,6856,3962,120257,10879,161820000,1054440,542880,595080,62208000,460800,460800,460800,211487760,1566576,1566576,1566576,640729296,7359728.4,259755.12,3896326.8
2012,"benton","CENTRAL",4400,12700,22,57,153.2,NA,40.6,NA,3022,2538,0,500,610,2638,23865,4359,708660000,4617720,2377440,2606040,85536000,633600,633600,633600,84738960,627696,627696,627696,127152720,1460538,51548.4,773226
2012,"carver","CENTRAL",1500,9400,121,78,174.8,NA,49.5,NA,2900,3754,0,2630,2179,6728,29567,2941,524520000,3417840,1759680,1928880,29160000,216000,216000,216000,57173040,423504,423504,423504,157532976,1809500.4,63864.72,957970.8
2012,"kandiyohi","CENTRAL",2800,6700,2557432,77,186.2,19,46.4,28,8150,6772,713,7282,8516,4617,86583,2493,373860000,2436120,1254240,1374840,54432000,403200,403200,403200,48463920,358992,358992,358992,461314224,5298879.6,187019.28,2805289.2
2012,"mcleod","CENTRAL",2100,7500,31,83,179.6,NA,47.6,25.2,7351,6632,540,6290,3796,5086,9308,6055,418500000,2727000,1404000,1539000,40824000,302400,302400,302400,117709200,871920,871920,871920,49593024,569649.6,20105.28,301579.2
2012,"meeker","CENTRAL",2900,7400,NA,72,168.7,NA,44.7,28.1,14815,9089,448,1906,7262,4037,14522,7035,412920000,2690640,1385280,1518480,56376000,417600,417600,417600,136760400,1013040,1013040,1013040,77373216,888746.4,31367.52,470512.8
2012,"morrison","CENTRAL",15200,25000,1117300,49,147.6,NA,38.7,NA,7239,5545,0,1229,1271,2634,77871,8466,1.395e+09,9090000,4680000,5130000,295488000,2188800,2188800,2188800,164579040,1219104,1219104,1219104,414896688,4765705.2,168201.36,2523020.4
2012,"renville","CENTRAL",1700,2900,79162,87,173.6,NA,45.8,27.1,20527,10030,312,11931,11255,6180,280943,16654,161820000,1054440,542880,595080,33048000,244800,244800,244800,323753760,2398176,2398176,2398176,1496864304,17193711.6,606836.88,9102553.2
2012,"scott","CENTRAL",1500,5100,226,36,166.1,20.5,48.4,NA,855,1429,0,793,1174,7712,15487,5085,284580000,1854360,954720,1046520,29160000,216000,216000,216000,98852400,732240,732240,732240,82514736,947804.4,33451.92,501778.8
2012,"sherburne","CENTRAL",1200,500,74,87,141.4,15,35.3,NA,2715,4544,0,679,2666,4259,8635,6280,27900000,181800,93600,102600,23328000,172800,172800,172800,122083200,904320,904320,904320,46007280,528462,18651.6,279774
2012,"sibley","CENTRAL",2600,7600,69,22,171.8,NA,43,25.6,13273,12021,5943,7622,3934,5686,105238,9901,424080000,2763360,1422720,1559520,50544000,374400,374400,374400,192475440,1425744,1425744,1425744,560708064,6440565.6,227314.08,3409711.2
2012,"stearns","CENTRAL",12100,69000,2437174,62,166.6,15.5,42.8,27.8,9174,7671,474,2679,8051,3233,109402,40914,3850200000,25088400,12916800,14158800,235224000,1742400,1742400,1742400,795368160,5891616,5891616,5891616,582893856,6695402.4,236308.32,3544624.8
2012,"todd","CENTRAL",10600,16500,1991295,54,130.7,NA,33.5,NA,5966,4508,0,1236,714,1533,13771,4678,920700000,5999400,3088800,3385800,206064000,1526400,1526400,1526400,90940320,673632,673632,673632,73371888,842785.2,29745.36,446180.4
2012,"wadena","CENTRAL",4200,4500,52805,38,129.8,NA,35.9,NA,7479,5815,0,1342,21,1595,6202,186,251100000,1636200,842400,923400,81648000,604800,604800,604800,3615840,26784,26784,26784,33044256,379562.4,13396.32,200944.8
2012,"wright","CENTRAL",3800,10500,NA,66,167.1,NA,45.9,NA,8017,7376,0,3847,4109,5204,4819,9373,585900000,3817800,1965600,2154600,73872000,547200,547200,547200,182211120,1349712,1349712,1349712,25675632,294922.8,10409.04,156135.6
2012,"aitkin","EAST CENTRAL",4900,400,39,37,NA,NA,28.4,NA,915,864,51,187,0,1074,48,52,22320000,145440,74880,82080,95256000,705600,705600,705600,1010880,7488,7488,7488,255744,2937.6,103.68,1555.2
2012,"anoka","EAST CENTRAL",700,200,NA,32,129.8,NA,35.5,NA,14,26,0,9,88,7526,170,273,11160000,72720,37440,41040,13608000,100800,100800,100800,5307120,39312,39312,39312,905760,10404,367.2,5508
2012,"carlton","EAST CENTRAL",3500,1300,11,40,135.7,NA,NA,NA,1485,413,0,155,0,1288,118,119,72540000,472680,243360,266760,68040000,504000,504000,504000,2313360,17136,17136,17136,628704,7221.6,254.88,3823.2
2012,"chisago","EAST CENTRAL",2400,2200,NA,48,142.8,18.5,36.8,NA,5425,5532,28,1752,744,2679,563,458,122760000,799920,411840,451440,46656000,345600,345600,345600,8903520,65952,65952,65952,2999664,34455.6,1216.08,18241.2
2012,"hennepin","EAST CENTRAL",1100,1300,NA,47,164,14,43.2,NA,2671,121,3,126,49,21413,86,3201,72540000,472680,243360,266760,21384000,158400,158400,158400,62227440,460944,460944,460944,458208,5263.2,185.76,2786.4
2012,"isanti","EAST CENTRAL",1900,1200,NA,42,131,15,32.1,NA,2475,2932,0,796,19,3211,2771,1132,66960000,436320,224640,246240,36936000,273600,273600,273600,22006080,163008,163008,163008,14763888,169585.2,5985.36,89780.4
2012,"kanabec","EAST CENTRAL",5700,1700,470,58,124.5,15,33.6,NA,2700,2448,0,1770,0,1447,160,599,94860000,618120,318240,348840,110808000,820800,820800,820800,11644560,86256,86256,86256,852480,9792,345.6,5184
2012,"mille lacs","EAST CENTRAL",3600,3600,34,53,146,18.5,36.5,NA,3045,3305,157,808,1010,2211,462,474,200880000,1308960,673920,738720,69984000,518400,518400,518400,9214560,68256,68256,68256,2461536,28274.4,997.92,14968.8
2012,"pine","EAST CENTRAL",8900,5100,65,42,135.4,NA,36.3,NA,689,647,0,168,0,1489,265,1719,284580000,1854360,954720,1046520,173016000,1281600,1281600,1281600,33417360,247536,247536,247536,1411920,16218,572.4,8586
2012,"washington","EAST CENTRAL",1800,900,NA,48,164.8,NA,36.4,NA,1484,1694,0,1028,1200,11735,184,457,50220000,327240,168480,184680,34992000,259200,259200,259200,8884080,65808,65808,65808,980352,11260.8,397.44,5961.6
2012,"becker","NORTHWEST",6300,6900,483590,53,139.3,NA,35,27.3,5358,1818,3283,151,0,2244,18705,2531,385020000,2508840,1291680,1415880,122472000,907200,907200,907200,49202640,364464,364464,364464,99660240,1144746,40402.8,606042
2012,"clay","NORTHWEST",4500,1800,NA,76,148.4,16.5,37,25.9,41536,9091,11594,605,2998,2916,32825,1219,100440000,654480,336960,369360,87480000,648000,648000,648000,23697360,175536,175536,175536,174891600,2008890,70902,1063530
2012,"clearwater","NORTHWEST",8400,900,17,47,105,14,NA,NA,307,342,28,18,40,829,538,959.8,50220000,327240,168480,184680,163296000,1209600,1209600,1209600,18658512,138211.2,138211.2,138211.2,2866464,32925.6,1162.08,17431.2
2012,"kittson","NORTHWEST",NA,NA,NA,60,146.9,17,36.1,24.5,18265,1580,3697,0,1566,1312,6635.5,640,NA,NA,NA,NA,NA,NA,NA,NA,12441600,92160,92160,92160,35353944,406092.6,14332.68,214990.2
2012,"mahnomen","NORTHWEST",2200,800,NA,69,NA,15.5,NA,22.1,1069,547,203,0,45,1761,243,1326,44640000,290880,149760,164160,42768000,316800,316800,316800,25777440,190944,190944,190944,1294704,14871.6,524.88,7873.2
2012,"marshall","NORTHWEST",4700,1900,NA,70,127.9,NA,36.2,26.2,29969,8377,15427,1639,10291,1412,62,265,106020000,690840,355680,389880,91368000,676800,676800,676800,5151600,38160,38160,38160,330336,3794.4,133.92,2008.8
2012,"norman","NORTHWEST",2200,1700,NA,79,121.8,NA,32.7,24.9,11452,3226,5819,0,1454,2386,7070,755,94860000,618120,318240,348840,42768000,316800,316800,316800,14677200,108720,108720,108720,37668960,432684,15271.2,229068
2012,"pennington","NORTHWEST",3300,300,NA,72,NA,NA,34.7,NA,7522,6073,4890,969,2924,1064,654.5,146,16740000,109080,56160,61560,64152000,475200,475200,475200,2838240,21024,21024,21024,3487176,40055.4,1413.72,21205.8
2012,"polk","NORTHWEST",7800,1900,NA,77,114.9,NA,35.7,28.6,23959,7769,17537,159,13054,2129,17637,507,106020000,690840,355680,389880,151632000,1123200,1123200,1123200,9856080,73008,73008,73008,93969936,1079384.4,38095.92,571438.8
2012,"red lake","NORTHWEST",3300,1100,NA,73,132.5,NA,35.4,NA,4485,3218,1926,406,1849,1016,1862,1310,61380000,399960,205920,225720,64152000,475200,475200,475200,25466400,188640,188640,188640,9920736,113954.4,4021.92,60328.8
2012,"roseau","NORTHWEST",7300,1400,238668,52,125.4,15,32.4,NA,12700,7982,7042,156,2885,720,8529,667,78120000,509040,262080,287280,141912000,1051200,1051200,1051200,12966480,96048,96048,96048,45442512,521974.8,18422.64,276339.6
2012,"blue earth","SOUTH CENTRAL",1200,1000,121084,80,170.5,NA,50.7,NA,402,1660,1558,178,5768,5665,554230,4014,55800000,363600,187200,205200,23328000,172800,172800,172800,78032160,578016,578016,578016,2952937440,33918876,1197136.8,17957052
2012,"brown","SOUTH CENTRAL",3500,5500,378325,82,158.4,NA,43.2,NA,33677,25706,1121,29967,10658,5809,218163,20570,306900000,1999800,1029600,1128600,68040000,504000,504000,504000,399880800,2962080,2962080,2962080,1162372464,13351575.6,471232.08,7068481.2
2012,"faribault","SOUTH CENTRAL",1400,2200,NA,87,177,NA,52.6,NA,3124,14170,10264,876,16161,5330,249759,4584,122760000,799920,411840,451440,27216000,201600,201600,201600,89112960,660096,660096,660096,1330715952,15285250.8,539479.44,8092191.6
2012,"freeborn","SOUTH CENTRAL",3100,1400,49303,84,173.1,14,47.9,NA,2589,13800,6616,2351,14719,5236,324837,8837,78120000,509040,262080,287280,60264000,446400,446400,446400,171791280,1272528,1272528,1272528,1730731536,19880024.4,701647.92,10524718.8
2012,"le sueur","SOUTH CENTRAL",2200,4000,71046,78,162.1,17,48.4,NA,1061,1389,21,853,1954,5708,135687,8273,223200000,1454400,748800,820800,42768000,316800,316800,316800,160827120,1191312,1191312,1191312,722940336,8304044.4,293083.92,4396258.8
2012,"martin","SOUTH CENTRAL",1400,900,69404,87,170.7,NA,49,NA,391,3435,2460,786,7609,6216,812229,6093,50220000,327240,168480,184680,27216000,201600,201600,201600,118447920,877392,877392,877392,4327556112,49708414.8,1754414.64,26316219.6
2012,"nicollet","SOUTH CENTRAL",600,7100,NA,81,160.1,21,41.2,NA,1580,661,53,493,5626,6494,268330,6218,396180000,2581560,1329120,1456920,11664000,86400,86400,86400,120877920,895392,895392,895392,1429662240,16421796,579592.8,8693892
